Timestamp,robot_x,robot_y,photo_num
-1708359058.334793,6.564286015087184e-06,3.1542883801860544e-06,5000
-1708359058.292258,-2.8340225977085964e-07,-2.0096278405823398e-06,5001
-1708359058.2543173,-5.393247847540472e-06,7.25593214165321e-06,5002
-1708359058.1926694,-7.703689662685864e-05,5.048895741097126e-05,5003
-1708359058.1562483,-0.0015842359233481096,0.0015329302292430153,5004
-1708359058.1252491,-0.0031276278343113084,0.0030190869348282745,5005
-1708359058.0919092,-0.0049468983310021475,0.004784940028058501,5006
-1708359058.0556917,-0.006971569192967042,0.0067319437240952185,5007
-1708359058.02713,-0.009575891997351205,0.009260122433599707,5008
-1708359057.9954984,-0.01031358340289712,0.009689431876854171,5009
-1708359057.956255,-0.009952036369601513,0.008495246684337932,5010
-1708359057.92803,-0.0076043540041673685,0.004346623268876748,5011
-1708359057.8953688,-0.004573502996669254,-0.0003342565132776476,5012
-1708359057.8573985,-0.0008644254317380362,-0.0057594591635042325,5013
-1708359057.8295388,0.004188500089336578,-0.01287875194304966,5014
-1708359057.7956088,0.006185705125552832,-0.015747318060919974,5015
-1708359057.762127,0.007072662062599155,-0.01741738469438811,5016
-1708359057.727541,0.006178655906283748,-0.016916333465697597,5017
-1708359057.6967406,0.003168180633115303,-0.013940395532544392,5018
-1708359057.6629958,-0.00012872280932518798,-0.010403922470318933,5019
-1708359057.6314359,-0.0038197306158125333,-0.006228918866780231,5020
-1708359057.5973597,-0.007683257448225622,-0.002414335740605844,5021
-1708359057.564163,-0.011496621055193446,0.0005331624047528044,5022
-1708359057.532744,-0.015099699626877627,0.002579145530162058,5023
-1708359057.4989696,-0.018551425627394202,0.004010175861941329,5024
-1708359057.4665697,-0.022119976987917678,0.0050953079575520865,5025
-1708359057.4345145,-0.0257732590988331,0.006108354860957718,5026
-1708359057.3998256,-0.028594622683494886,0.006588916293841757,5027
-1708359057.3671877,-0.029737331783246113,0.005905506587854201,5028
-1708359057.3348098,-0.02897047092226801,0.004530256039192743,5029
-1708359057.2999547,-0.026967270630092077,0.002406346283223587,5030
-1708359057.2671866,-0.02395925573352764,-0.0004154199637052547,5031
-1708359057.2361894,-0.02030083076320377,-0.0035738630192950482,5032
-1708359057.1997313,-0.0166822233252627,-0.006637194533405222,5033
-1708359057.1698766,-0.012928070314567108,-0.009943166061184616,5034
-1708359057.1359773,-0.011098265889709302,-0.011628910241172519,5035
-1708359057.1007779,-0.008656527790715463,-0.01397470015514371,5036
-1708359057.0705261,-0.007034738658273754,-0.015640523046402066,5037
-1708359057.0383449,-0.0055709900266379675,-0.017239828115013317,5038
-1708359057.0021021,-0.004205038197918176,-0.01842274086335241,5039
-1708359056.9692774,-0.0030519746328290243,-0.018623182012231843,5040
-1708359056.9401538,-0.0018782037679405672,-0.017706935240941524,5041
-1708359056.9082534,-0.001375672774165726,-0.016565701498252483,5042
-1708359056.876048,-0.0009160520478767031,-0.014490012285880538,5043
-1708359056.8406537,-0.0006831546364766128,-0.011989733998749141,5044
-1708359056.8048854,-0.0004403345608615661,-0.008642051150371366,5045
-1708359056.7725818,0.00017706992906652008,-0.006012131150230721,5046
-1708359056.7393842,0.0012467544024113986,-0.0034883327838972633,5047
-1708359056.7054331,0.0028144807046004416,-0.0012866825232141776,5048
-1708359056.6744514,0.005319627360189649,0.0011078020199341426,5049
-1708359056.640886,0.006964205341986274,0.0025054384242191585,5050
-1708359056.607393,0.009970856185339327,0.00463064410952016,5051
-1708359056.5744522,0.012893758254453602,0.005694455303843729,5052
-1708359056.5430932,0.016260822437890843,0.006170983974378291,5053
-1708359056.507259,0.019909185928933315,0.0062891006811465755,5054
-1708359056.4762523,0.023760788436926306,0.006183552532127809,5055
-1708359056.439475,0.027960994894184243,0.005857717717995495,5056
-1708359056.410279,0.0324326320252486,0.004924956683352216,5057
-1708359056.3773766,0.03341001398949006,0.004023874213750028,5058
-1708359056.3451588,0.03218047776945787,0.00220262447607035,5059
-1708359056.3025184,0.029052849733853803,0.0004925504840186112,5060
-1708359056.2761185,0.023458223163439595,-0.0018904621363256269,5061
-1708359056.246546,0.019496032639704897,-0.0033494671216053595,5062
-1708359056.2203643,0.014140333241747571,-0.004896952121544312,5063
-1708359056.188988,0.010820759306692462,-0.005087601216070159,5064
-1708359056.151095,0.007497299512813194,-0.004177663174164042,5065
-1708359056.1181927,0.004823915565345116,-0.0017141938577720783,5066
-1708359056.0854876,0.003570842080392378,0.001010121562449895,5067
-1708359056.0506034,0.00267977126925123,0.00443838036481467,5068
-1708359056.020325,0.001983771374960419,0.008053674848616216,5069
-1708359055.9863753,0.001359494799034744,0.010435219950818933,5070
-1708359055.9557235,0.0007877000113902799,0.011141034484589946,5071
-1708359055.915815,0.00027152899294358157,0.010606985251195328,5072
-1708359055.8809876,-0.00022848214301529612,0.008543412846745965,5073
-1708359055.8492484,-0.00032187585601162194,0.005197506533613644,5074
-1708359055.8157842,-0.00018065511570253268,0.002260795040712041,5075
-1708359055.782548,0.00011559267715954835,0.0003168583503733863,5076
-1708359055.7491534,0.00042295623202293076,-0.0005591870887028949,5077
-1708359055.7173095,0.0006523362871365679,-0.0005460123088553426,5078
-1708359055.6835737,0.0007756230350686177,2.72445254927145e-05,5079
-1708359055.650365,0.0008251667445463573,0.0010147857535325877,5080
-1708359055.61737,0.0009499866194354611,0.0021866570737881785,5081
-1708359055.5855591,0.0026959312878372943,0.0022619259603077757,5082
-1708359055.5499125,0.005522045421237354,0.0009806302104202747,5083
-1708359055.5193386,0.009367558092105877,-0.001317782677934587,5084
-1708359055.4869652,0.013887942915737028,-0.004121165611710498,5085
-1708359055.4521382,0.018731153325788008,-0.00706689191031315,5086
-1708359055.4190083,0.023559657325599503,-0.010093061544669268,5087
-1708359055.3862202,0.026465140329555492,-0.012277089797079865,5088
-1708359055.3534343,0.027152226694394876,-0.013678561908468945,5089
-1708359055.3186996,0.025604847062323022,-0.014556402161323118,5090
-1708359055.2891445,0.02307087361898008,-0.014772935433050138,5091
-1708359055.253536,0.01982733517573332,-0.014793660209117848,5092
-1708359055.2210348,0.016357024947239562,-0.01455520081485323,5093
-1708359055.1897004,0.013541519993939821,-0.013695436980875553,5094
-1708359055.1536553,0.011550883868830963,-0.011898457666700474,5095
-1708359055.1233618,0.009938791210279296,-0.008633818955935013,5096
-1708359055.0896773,0.00931963372194855,-0.006243398379912696,5097
-1708359055.055208,0.008617710613256335,-0.0019039129680725186,5098
-1708359055.0240886,0.008123538764132854,0.001529524002527649,5099
-1708359054.9900377,0.00701497042028798,0.0028224024938212078,5100
-1708359054.9545813,0.005025657925579741,0.0013419739345201936,5101
-1708359054.9238174,0.0023569923733357534,-0.002431540707531432,5102
-1708359054.8572674,-0.0006726377746735235,-0.008002289072751329,5103
-1708359054.8267224,-0.008163312023438007,-0.02328655544495903,5104
-1708359054.7939968,-0.01013786953707474,-0.026941543684941283,5105
-1708359054.7572634,-0.011951372102337765,-0.028933144321386134,5106
-1708359054.7276654,-0.013178385124183123,-0.0273407123600799,5107
-1708359054.6936784,-0.01357698171328836,-0.02379083797576767,5108
-1708359054.6588714,-0.013575547418030354,-0.019047797982267772,5109
-1708359054.6267102,-0.01327021109666715,-0.013634764207020339,5110
-1708359054.5971076,-0.012092805429523068,-0.008075918759255063,5111
-1708359054.5676246,-0.009781903325731922,-0.002681826522296732,5112
-1708359054.5357,-0.006548634296201672,0.0025153959682909233,5113
-1708359054.5060697,-0.0026821105585969063,0.007622028364000513,5114
-1708359054.4702406,0.000625125548637695,0.011344401146792207,5115
-1708359054.4319427,0.006546473466260694,0.017321702466772324,5116
-1708359054.4025116,0.011808019078227594,0.021649987096827097,5117
-1708359054.3631716,0.01392519676173587,0.02259628624287112,5118
-1708359054.3298314,0.01587295069247452,0.02158132575957794,5119
-1708359054.297525,0.016258232587622712,0.01829855253863892,5120
-1708359054.2622504,0.015891741109279045,0.014739993259435619,5121
-1708359054.232273,0.015267170604613134,0.010627590336251297,5122
-1708359054.1986039,0.01480871219261981,0.007458656510656594,5123
-1708359054.164821,0.014814372708907064,0.005977306571883348,5124
-1708359054.1344724,0.015192715255046063,0.0059751158984299585,5125
-1708359054.0984538,0.015883009303640616,0.0070875903150162956,5126
-1708359054.0649948,0.01674053625304006,0.008923460795321164,5127
-1708359054.0334833,0.017935613758085056,0.011816264529132384,5128
-1708359053.99892,0.018984450313527357,0.013488243891302668,5129
-1708359053.967197,0.020134971027547355,0.014152329689699747,5130
-1708359053.937526,0.021416959940693925,0.013874496472796802,5131
-1708359053.909078,0.02283652397662106,0.012930776640919087,5132
-1708359053.8689082,0.0239829597939486,0.011951110118151767,5133
-1708359053.836808,0.026046587781726638,0.00992754059030966,5134
-1708359053.7988136,0.0274360281713657,0.008599609253014298,5135
-1708359053.7684772,0.028139321416907448,0.008694680426265256,5136
-1708359053.7322695,0.027980873950356755,0.009881716359836326,5137
-1708359053.7015536,0.027329322508400478,0.011809908876733333,5138
-1708359053.6706054,0.026390859956386348,0.014237828905934294,5139
-1708359053.637499,0.025314349613872245,0.017024960492865407,5140
-1708359053.6008437,0.024636305512710233,0.01992953249343475,5141
-1708359053.5708575,0.025228578047170158,0.023577123415952167,5142
-1708359053.5395849,0.026375908667329973,0.02566779083701136,5143
-1708359053.5031993,0.028566442189597252,0.028324476652427155,5144
-1708359053.4717011,0.031940163188211135,0.03163273491714487,5145
-1708359053.4412591,0.03496497714943225,0.034173834633651895,5146
-1708359053.4103537,0.03720027655049074,0.03577796558747427,5147
-1708359053.3845408,0.03748160454224825,0.035417130446199846,5148
-1708359053.3512871,0.03615405404312588,0.033116295639376014,5149
-1708359053.3112411,0.03324654978684927,0.02905952100728236,5150
-1708359053.282994,0.02838498758707464,0.022241373296404354,5151
-1708359053.2517543,0.024955078741568992,0.017563048966747014,5152
-1708359053.215127,0.020458157670342758,0.01093300469916933,5153
-1708359053.1781113,0.01663112627073471,0.004518631657910416,5154
-1708359053.14831,0.015151861661746757,0.0015476591769460202,5155
-1708359053.1115541,0.014873072641564122,0.0001461698807004863,5156
-1708359053.076233,0.01550671781040791,-0.00014540414873040475,5157
-1708359053.0432544,0.016532627857057447,0.00026982274002324,5158
-1708359053.0090632,0.01731186973552734,0.0008979533232540832,5159
-1708359052.9759934,0.015547066388343356,0.001082598378159258,5160
-1708359052.9476068,0.012022016616414,0.0006919595399066253,5161
-1708359052.9164019,0.008422518955798708,0.0001667976956021,5162
-1708359052.8779874,0.00264085973731476,-0.0006913979422477623,5163
-1708359052.845533,-0.005366270480247071,-0.001994636387098292,5164
-1708359052.8100421,-0.011716421590500237,-0.002906701979647902,5165
-1708359052.7769618,-0.015834555207872247,-0.003055263567087796,5166
-1708359052.7456608,-0.017981421188658864,-0.002236624369713419,5167
-1708359052.7116427,-0.017830573746158263,-0.0010885265000883937,5168
-1708359052.6811197,-0.016527117770446242,0.0002906546113641828,5169
-1708359052.6476786,-0.01445951435421633,0.0018600682432444587,5170
-1708359052.610142,-0.012113412188262784,0.003595298959065865,5171
-1708359052.5823045,-0.010003055725289589,0.005344218196240119,5172
-1708359052.5454185,-0.008237383521543573,0.0071635203447836665,5173
-1708359052.5148664,-0.0064163831251873304,0.009488417373535632,5174
-1708359052.4841075,-0.00546289087031504,0.010907718616381859,5175
-1708359052.4496918,-0.004227943834123504,0.012698533541050563,5176
-1708359052.4174154,-0.0026710618920299245,0.014514052623832957,5177
-1708359052.3844376,-0.0016870520992949833,0.014561269642802008,5178
-1708359052.350748,-0.0009630182171774804,0.013386027123885702,5179
-1708359052.3165374,-0.0005399830082148949,0.011252878190249463,5180
-1708359052.285996,-0.00033682116272182316,0.008512665238179964,5181
-1708359052.2497327,-0.0003041550262913306,0.005336214617567517,5182
-1708359052.2175229,-0.0003805933474374523,0.0015269559361684726,5183
-1708359052.1870065,-0.000602625182630323,0.0003572377758841311,5184
-1708359052.150619,-0.0008415532849125329,0.0006644220532086298,5185
-1708359052.1264522,-0.0012300382652784547,0.002877890252117765,5186
-1708359052.096144,-0.0014764739252919323,0.004939717170166155,5187
-1708359052.0571523,-0.0018179536815512432,0.00831723430701252,5188
-1708359052.0224624,-0.002304590709236498,0.01291391793998864,5189
-1708359051.9856045,-0.00244478898200029,0.014499719381558557,5190
-1708359051.9516358,-0.002246537130977666,0.013143845117403671,5191
