Timestamp,robot_x,robot_y,photo_num
-1708362596.5306017,9.892720797433086e-06,-2.656744169979297e-06,10000
-1708362596.484021,1.2373467254356285e-05,-1.437963396616615e-05,10001
-1708362596.4528162,6.582450422509822e-06,-1.6522068934793355e-05,10002
-1708362596.4103687,2.6348472375037346e-06,-1.368577951983696e-05,10003
-1708362596.3741183,-1.2565602015235378e-05,-2.3055759476725557e-06,10004
-1708362596.3434877,6.030511027066421e-05,-1.394028103134104e-05,10005
-1708362596.3107867,0.00022064941053445697,5.1821584129210785e-05,10006
-1708362596.2754703,0.0006948578978491771,0.00022197973632596957,10007
-1708362596.2433674,0.0012647813517252526,0.00045716668860829035,10008
-1708362596.212407,0.0019283006714899686,0.000780725553876982,10009
-1708362596.1396854,0.0026627046453365777,0.0010801869778026552,10010
-1708362596.1134844,0.004488108175580652,0.00033302280855534994,10011
-1708362596.080051,0.005110446154671711,-0.0009800524058828086,10012
-1708362596.0461895,0.005994409298124448,-0.0035307902811734793,10013
-1708362596.0148792,0.0071422725322950464,-0.007608895710887742,10014
-1708362595.9808972,0.008109945615499714,-0.011324583599191085,10015
-1708362595.9488335,0.009100734485385509,-0.01497409447338055,10016
-1708362595.9156258,0.009912290011168667,-0.01766647415651537,10017
-1708362595.8807087,0.010481353057217868,-0.019076603585820445,10018
-1708362595.8487663,0.010824150049691506,-0.019434488339589495,10019
-1708362595.8161302,0.01106175651540009,-0.019144584154007133,10020
-1708362595.7811189,0.011200777835118414,-0.01839599241180212,10021
-1708362595.7511253,0.01135253812999315,-0.017159136934899732,10022
-1708362595.7172523,0.012266139944774435,-0.016587132881876077,10023
-1708362595.6821496,0.014174646629013354,-0.016655210162588918,10024
-1708362595.6487741,0.016856980392320087,-0.01715403121552661,10025
-1708362595.6191812,0.020187405737863706,-0.018045196910203898,10026
-1708362595.582975,0.023924094124732176,-0.01909821316923363,10027
-1708362595.550208,0.028579566194679384,-0.020581917565762248,10028
-1708362595.5093517,0.030556226798371777,-0.021936074924332055,10029
-1708362595.4493268,0.029911183936933705,-0.023820818976649394,10030
-1708362595.41068,0.024872126505078973,-0.026684453243597306,10031
-1708362595.3630722,0.019567211885659352,-0.0288601917765256,10032
-1708362595.3211274,0.013098113594383176,-0.030897287706002557,10033
-1708362595.2829232,0.009265083470234137,-0.030193578206635346,10034
-1708362595.253004,0.007043349339146299,-0.027439943391677546,10035
-1708362595.217637,0.006035985035466984,-0.024226713240761755,10036
-1708362595.1945586,0.005460600394419091,-0.020428323596879933,10037
-1708362595.1609285,0.005186508828357805,-0.017332109799729656,10038
-1708362595.1310394,0.005267306142849204,-0.01385257776142862,10039
-1708362595.0990922,0.006168569795271028,-0.01228451690260668,10040
-1708362595.0627968,0.007844926746350178,-0.012541843339333614,10041
-1708362595.0336096,0.010751488696896683,-0.014767949297050553,10042
-1708362594.991907,0.012879302776365176,-0.01687225434858125,10043
-1708362594.9570823,0.016850130964185528,-0.02098859980158066,10044
-1708362594.924129,0.020334264153623605,-0.024088568661207233,10045
-1708362594.8909924,0.021990433358825334,-0.024261484750239704,10046
-1708362594.858284,0.022665115013173143,-0.02263021268258525,10047
-1708362594.8262405,0.02259888733333859,-0.019631942432710547,10048
-1708362594.7908213,0.02203983430994827,-0.015743423796130918,10049
-1708362594.7601333,0.021086622418277745,-0.010030204224456885,10050
-1708362594.7260957,0.020970458796299662,-0.007074953984253424,10051
-1708362594.6915996,0.02231940139612343,-0.004090954030689431,10052
-1708362594.6600127,0.02463564624241965,-0.0032660560416377105,10053
-1708362594.6265864,0.027724051497932223,-0.0033616711848390157,10054
-1708362594.5929754,0.031280643295074295,-0.004054030216410265,10055
-1708362594.5626001,0.03499399375127066,-0.005017273233531516,10056
-1708362594.5248663,0.037691495019825605,-0.006008944956272438,10057
-1708362594.4940352,0.03753657514038111,-0.007029383140158496,10058
-1708362594.4636667,0.03494430812475868,-0.0077349469297228746,10059
-1708362594.4302585,0.0319036996542682,-0.008233362272155764,10060
-1708362594.3973832,0.02552918298755169,-0.00904789097376102,10061
-1708362594.3648036,0.019812985703985597,-0.0097246500275672,10062
-1708362594.3304174,0.013825185054465838,-0.0104112438804225,10063
-1708362594.297554,0.008014357584680165,-0.01109149884819538,10064
-1708362594.2652552,0.0022403777333277475,-0.011780089320935994,10065
-1708362594.232398,-0.0033651391895717087,-0.012421883292233704,10066
-1708362594.1999047,-0.008932215025347023,-0.013104236040081096,10067
-1708362594.1647146,-0.014395472338535997,-0.013721365437505462,10068
-1708362594.1328743,-0.019605507805048883,-0.014592007667384166,10069
-1708362594.0979307,-0.01993680487013827,-0.015299720233288877,10070
-1708362594.0658605,-0.017035567675053098,-0.01601868736862322,10071
-1708362594.0334516,-0.011606855968060548,-0.016721471346060307,10072
-1708362594.0004141,-0.004269592825340229,-0.01745505538797229,10073
-1708362593.9662948,0.0041511850896635005,-0.018153441009749527,10074
