Timestamp,robot_x,robot_y,photo_num
0.0,-1e-05,0.0,0
0.0333,-2e-05,1e-05,1
0.0667,-0.00014,0.00011,2
0.1,-0.00067,0.00063,3
0.1333,-0.00164,0.00157,4
0.1667,-0.00304,0.00295,5
0.2,-0.00379,0.00368,6
0.2333,-0.00515,0.00502,7
0.2667,-0.00803,0.00771,8
0.3,-0.00881,0.00774,9
0.3333,-0.00886,0.00645,10
0.3667,-0.00823,0.00385,11
0.4,-0.00688,-0.00026,12
0.4333,-0.00548,-0.00406,13
0.4667,-0.00454,-0.00735,14
0.5,-0.00505,-0.00901,15
0.5333,-0.00714,-0.00898,16
0.5667,-0.01033,-0.00763,17
0.6,-0.01443,-0.00524,18
0.6333,-0.01902,-0.00221,19
0.6667,-0.0228,0.00095,20
0.7,-0.02381,0.00345,21
0.7333,-0.02068,0.00443,22
0.7667,-0.01377,0.00431,23
0.8,-0.00729,0.00377,24
0.8333,0.00031,0.003,25
0.8667,0.0088,0.00218,26
0.9,0.01511,0.00167,27
0.9333,0.01795,0.00162,28
0.9667,0.01817,0.00188,29
1.0,0.01678,0.00231,30
1.0333,0.0142,0.00296,31
1.0667,0.0115,0.00314,32
1.1,0.00745,0.00187,33
1.1333,0.00254,-0.00122,34
1.1667,-0.00085,-0.00404,35
1.2,-0.00615,-0.00912,36
1.2333,-0.01117,-0.01407,37
1.2667,-0.01511,-0.0186,38
1.3,-0.0169,-0.02178,39
1.3333,-0.01629,-0.02379,40
1.3667,-0.01358,-0.02454,41
1.4,-0.00955,-0.0247,42
1.4333,-0.00325,-0.02432,43
1.4667,0.00239,-0.02351,44
1.5,0.00682,-0.02196,45
1.5333,0.00979,-0.01982,46
1.5667,0.01148,-0.01774,47
1.6,0.0132,-0.01439,48
1.6333,0.01456,-0.01079,49
1.6667,0.01542,-0.0075,50
1.7,0.01536,-0.00426,51
1.7333,0.01436,-0.00186,52
1.7667,0.01254,0.00021,53
1.8,0.01021,0.0021,54
1.8333,0.00732,0.00405,55
1.8667,0.00447,0.00587,56
1.9,0.00243,0.0074,57
1.9333,0.00146,0.00851,58
1.9667,0.00152,0.00913,59
2.0,0.00236,0.0092,60
2.0333,0.00354,0.00904,61
2.0667,0.00475,0.00863,62
2.1,0.00562,0.00771,63
2.1333,0.00587,0.00618,64
2.1667,0.00577,0.00506,65
2.2,0.00531,0.00287,66
2.2333,0.00504,0.00151,67
2.2667,0.00472,-0.00079,68
2.3,0.00473,-0.00225,69
2.3333,0.00476,-0.0028,70
2.3667,0.00481,-0.00258,71
2.4,0.00479,-0.00183,72
2.4333,0.00469,-0.00077,73
2.4667,0.00468,0.00069,74
2.5,0.00536,0.00299,75
2.5333,0.00645,0.00476,76
2.5667,0.00923,0.0079,77
2.6,0.01187,0.01043,78
2.6333,0.01478,0.01305,79
2.6667,0.01724,0.01525,80
2.7,0.01804,0.01568,81
2.7333,0.01708,0.01412,82
2.7667,0.01396,0.00979,83
2.8,0.01079,0.00538,84
2.8333,0.00699,-0.00038,85
2.8667,0.0034,-0.00605,86
2.9,0.00079,-0.00964,87
2.9333,-0.00101,-0.01109,88
2.9667,-0.00228,-0.01084,89
3.0,-0.00328,-0.0093,90
3.0333,-0.00427,-0.00642,91
3.0667,-0.00509,-0.00344,92
3.1,-0.00614,0.00018,93
3.1333,-0.00742,0.00451,94
3.1667,-0.00884,0.00952,95
3.2,-0.01035,0.01486,96
3.2333,-0.01192,0.02054,97
3.2667,-0.01314,0.02541,98
3.3,-0.01281,0.02698,99
3.3333,-0.011,0.02413,100
3.3667,-0.00802,0.01847,101
3.4,-0.00376,0.01031,102
3.4333,0.00092,0.00152,103
3.4667,0.00581,-0.00739,104
3.5,0.00856,-0.01285,105
3.5333,0.00904,-0.01455,106
3.5667,0.00844,-0.01534,107
3.6,0.00418,-0.01257,108
3.6333,0.0005,-0.00916,109
3.6667,-0.00321,-0.0059,110
3.7,-0.00614,-0.00478,111
3.7333,-0.00807,-0.00607,112
3.7667,-0.00918,-0.00932,113
3.8,-0.00985,-0.01404,114
3.8333,-0.01028,-0.01958,115
3.8667,-0.01038,-0.0237,116
3.9,-0.01003,-0.02569,117
3.9333,-0.00916,-0.02512,118
3.9667,-0.00785,-0.02263,119
4.0,-0.00616,-0.01904,120
4.0333,-0.00387,-0.01445,121
4.0667,-0.00058,-0.00906,122
4.1,0.00359,-0.00466,123
4.1333,0.0086,-0.00083,124
4.1667,0.01463,0.00283,125
4.2,0.02115,0.00622,126
4.2333,0.02807,0.00941,127
4.2667,0.03438,0.0118,128
4.3,0.03883,0.0124,129
4.3333,0.04104,0.01108,130
4.3667,0.04069,0.00837,131
4.4,0.03902,0.0049,132
4.4333,0.03635,0.0007,133
4.4667,0.03379,-0.00279,134
4.5,0.03195,-0.00473,135
4.5333,0.03116,-0.00479,136
4.5667,0.03146,-0.00314,137
4.6,0.03252,-0.00058,138
4.6333,0.03389,0.00242,139
4.6667,0.03475,0.00542,140
4.7,0.03418,0.00811,141
4.7333,0.03194,0.01023,142
4.7667,0.02853,0.01185,143
4.8,0.02426,0.01319,144
4.8333,0.01886,0.01454,145
4.8667,0.01416,0.01541,146
4.9,0.01113,0.01558,147
4.9333,0.00945,0.01525,148
4.9667,0.00871,0.01462,149
5.0,0.00863,0.01376,150
5.0333,0.00893,0.01281,151
5.0667,0.00954,0.01163,152
5.1,0.011,0.00935,153
